"Device name","OS version","Microsoft Entra device ID","Secure Boot enabled","Certificate status","Device model"
"W365-WLX0DIV","10.0.22631.6584","707ab2ed-c2a6-4718-8850-104e4981bd61","Yes","Not up to date","ThinkPad X1 Carbon Gen 10"
"W365-WTP74V","10.0.22631.6584","d0ecfa96-c1ba-4c92-afc8-f6a24023fcf5","Yes","Not up to date","Surface Pro 9"
"AP-GDM16","10.0.22631.6584","ddabd66d-c7e1-449e-980c-8e762b52d371","Yes","Not up to date","Virtual Machine"
"AP-NVZA2","10.0.26100.7781","56f11a1a-2ce0-46cc-be9b-3343bb7a8c71","Yes","Not up to date","HP ProBook 450 G9"
"W365-WXJ284A","","9679f98b-3fd1-40b2-9d26-af643fd72086","Unknown","Not applicable",""
"AP-08UVBQ3","10.0.26100.7781","e9c4bcb4-9e83-430c-bfa5-c74f09b82d51","Yes","Not up to date","HP ProBook 450 G9"
"AP-ZMQKY0","","cd7e1a09-d3a7-4f40-8882-f43eeaec08d0","Unknown","Not applicable",""
"W365-9RKL3H","10.0.22631.6649","a132691e-0256-48d7-8e0c-0e0430a7dd4b","Yes","Up to date","Surface Pro 9"
"W365-Y41L98AO","10.0.19045.4123","e632831f-9865-4b4c-8c85-f141654e6519","Yes","Not up to date","OptiPlex 7090"
"AP-9V4NZ7L","10.0.26100.7781","96ad79bd-2f88-4178-bfb7-58e9c57ec6e1","Yes","Not up to date","OptiPlex 7090"
"AP-UN3A7PD","10.0.19045.4123","90ef8d0c-5466-4386-8b58-44c5772a2179","Yes","Up to date","Latitude 5340"
"W365-MUF6S91P","10.0.22621.5432","58b6698e-9125-450e-8f3d-c8c7415f7b09","Yes","Not up to date","Virtual Machine"
"W365-5UDAB6","10.0.19045.4123","7db3eab1-dc34-4c5c-8a19-708b876ddc82","Yes","Up to date","ThinkPad T14 Gen 3"
"W365-QP3VKW","10.0.26100.7462","eb69d34d-44b5-42db-beb0-fa0e7d2cbd9e","Yes","Not up to date","ThinkPad X1 Carbon Gen 10"
"AP-4I706","10.0.19045.4123","e3bea789-94a9-4ebf-9238-670efb1474e5","Yes","Not up to date","HP EliteBook 840 G9"
"W365-HITG94Z","10.0.26100.7462","6759bfc0-3cb3-495e-95af-4dc29c5aaf28","Yes","Not up to date","ThinkPad X1 Carbon Gen 10"
"AP-YBWH5KM","10.0.19045.4123","fade91d5-2d92-4f0a-8de0-b8195e14d8fc","Yes","Not up to date","Latitude 5540"
"AP-XE9KH","10.0.26100.7462","8bb32cdc-fa76-4226-a4ae-327c7fea2308","Yes","Not up to date","Surface Laptop 5"
"W365-9N54RD","10.0.26100.7781","5496b045-1efa-478f-9fdc-da15e33911df","Yes","Not up to date","Latitude 5340"
"W365-D6LYXAV","10.0.26100.7634","d14d5bb2-c97f-4736-ab5c-cb12dfe652a5","Yes","Not up to date","Surface Laptop 5"
"W365-CGY4Q","10.0.26100.7781","3e689fb2-ef71-4310-a4d9-052358a332e4","Yes","Not up to date","Latitude 5440"
"AP-H9NUDTRF","10.0.22621.5432","63542929-92f8-4d74-87d5-f34e9445ae32","Yes","Not up to date","HP EliteBook 840 G9"
"W365-KSD6Y20O","10.0.19045.4123","c7958ae5-ba7f-4766-b3e5-6ea9f7d7ab75","Yes","Up to date","OptiPlex 7090"
"AP-TP6VH","10.0.26100.7781","7b34c5ff-7bff-4517-b5e0-a2d788b35c4d","No","Not applicable","ThinkPad T14 Gen 3"
"AP-8LSG0T7","10.0.22631.6649","7c27a05f-b5b6-4484-a124-db079342e629","Yes","Not up to date","Latitude 5540"
"W365-O07FED","10.0.26100.7462","f52f0f21-8ad1-4773-a8cf-bebae840a9aa","Yes","Up to date","ThinkPad T14 Gen 3"
"AP-XNHWE0K","10.0.22631.6649","e0225674-e068-4ed0-8173-058121e0681c","Yes","Not up to date","Latitude 5440"
"AP-MZ2R8I6J","10.0.22621.5432","bd6273cc-079f-4b0f-ad82-e3bfbb8d8388","Yes","Not up to date","ThinkPad X1 Carbon Gen 10"
"AP-89IEYB","10.0.22621.5432","a5f4f6ea-e85b-447f-940f-3aad9db598e3","Yes","Up to date","Precision 5570"
"AP-Q5KCWN","10.0.22631.6649","6f9e7557-8c2e-4737-87e5-85d9a60b23d5","Yes","Up to date","OptiPlex 7090"
"AP-MNYXALPZ","10.0.26100.7781","e7c778f7-95d4-4d20-a641-5a3acf6bca60","Yes","Up to date","ThinkPad X1 Carbon Gen 10"
"AP-KXA0E","10.0.26100.7781","7ad01d4e-afe6-4107-bf9f-c8bd3fb7da10","Yes","Up to date","Latitude 5540"
"W365-QMEI9D","10.0.22631.6649","553998c9-c5d6-4ee9-8e4c-d36e443e41a4","Yes","Not up to date","Latitude 5340"
"AP-KD139O","10.0.26100.7634","5a6a7077-cb5c-47da-97a0-1824b3e3db86","Yes","Not up to date","Latitude 5340"
"W365-RGXAQHC","10.0.22631.6584","dd8b7b6b-535d-41b2-8e17-c2174ed4cca1","Yes","Not up to date","Virtual Machine"
"W365-U8VOE9J2","10.0.19045.4123","334ecc2c-885e-49a6-b663-9b7baf39aa3f","Yes","Up to date","Surface Pro 9"
"AP-UWMP6LV","10.0.22631.6584","2b1c7cce-4544-40ec-9a0d-4cdc1cdf25e1","Yes","Not up to date","ThinkPad X1 Carbon Gen 10"
"AP-H5OJY01B","10.0.19045.4123","2dedb728-12a0-4f09-a9c6-cae61f52a48a","Yes","Not up to date","ThinkPad T14 Gen 3"
"W365-6FGV4W0K","10.0.26100.7781","7d05b154-f360-4fa0-bf3e-914ac564ace5","Yes","Not up to date","ThinkPad T14 Gen 3"
"W365-H109F8B","10.0.22631.6649","33d0b345-78e5-4821-a517-32feabfd6013","Yes","Up to date","OptiPlex 7090"
"W365-LEZDOK1S","10.0.22631.6584","468419b2-52bf-4c76-8ae0-c259bcfe76fb","Yes","Not up to date","Surface Laptop 5"
"W365-NC2PF","10.0.22631.6649","8f0f61c3-d6b8-4d15-8649-1bd81a0eb869","Yes","Not up to date","ThinkPad T14 Gen 3"
"W365-MPIWO","10.0.26100.7634","900de228-463d-4e35-9a11-a9b7fc152857","Yes","Not up to date","HP EliteBook 840 G9"
"AP-GL5XF","10.0.19045.4123","a7292a0d-fb45-4874-a720-7ab9c980f0d0","Yes","Up to date","Virtual Machine"
"AP-BZ5SIH38","10.0.26100.7634","fc73a818-8479-43c4-b383-8ea321407c05","Yes","Up to date","Virtual Machine"
"AP-U50B9AY","10.0.22631.6649","4774447d-0dfc-4241-b768-90af3a4f64b9","Yes","Not up to date","HP EliteBook 840 G9"
"AP-M3OLFE","10.0.22631.6649","d873d54f-98bf-4658-8d00-f85477d05937","Yes","Up to date","ThinkPad X1 Carbon Gen 10"
"W365-OMWJY1","10.0.22631.6649","f4eccb0f-4574-41bb-a3d3-f8d0f4b365ec","Yes","Up to date","Surface Laptop 5"
"AP-J7BHWO","10.0.19045.4123","55eeec69-ad2d-48d9-b097-f5aac93d2170","Yes","Not up to date","Latitude 5340"
"AP-5TKPB68G","10.0.22621.5432","8231d7ca-119d-404d-a47e-2c655c838d0b","Yes","Not up to date","Latitude 5540"
"AP-K37RDZX","10.0.22631.6649","30860e75-1724-4770-9119-7c8f8ecdf9eb","Yes","Up to date","Latitude 5440"
"AP-V43IN","10.0.22631.6649","e049a7f3-ef53-4b0d-b2e9-45e274db4e51","No","Not applicable","Latitude 5540"
"W365-4ZU0VX","10.0.26100.7634","dccab337-689a-4891-b681-34e8ad3ffe39","Yes","Not up to date","HP ProBook 450 G9"
"AP-GXW0Y","10.0.22631.6649","a4973379-96ac-4b8a-8167-c44315d596b9","Yes","Not up to date","Virtual Machine"
"AP-MFB9L8","","0830a6ee-be98-416d-ab23-35495cfce2d0","Unknown","Not applicable",""
"AP-JMXG3UO","10.0.26100.7634","6ee87d63-a067-4f0b-9fbf-4cb0ebf13f75","Yes","Not up to date","Precision 5570"
"AP-45O86","10.0.22631.6649","369e7935-2b5b-4d58-b35d-ecf8d530c6da","Yes","Up to date","ThinkPad T14 Gen 3"
"W365-UYJ4E951","10.0.19045.4123","ee7dccbb-2f2d-4a26-9073-266a96dd1e08","Yes","Up to date","Precision 5570"
"W365-A6MP4E15","10.0.22631.6584","50bf37f8-ce57-40b4-a111-aaf5e97142ed","Yes","Up to date","Surface Laptop 5"
"W365-5BJAIG6K","10.0.26100.7781","7540998c-ee63-4ff3-9d9e-39f5afdadea0","No","Not applicable","HP ProBook 450 G9"
"W365-USNT67Y","10.0.19045.4123","2d95cbab-aa1e-4f87-abbf-b256e0751828","No","Not applicable","Latitude 5440"
"W365-0IFMVK","10.0.26100.7634","4c622314-e03c-417b-b4cc-f85f45e45c32","Yes","Up to date","Latitude 5540"
"W365-TN3XW704","10.0.26100.7634","3144f7e9-7c15-4afa-a02f-b493fdb68358","Yes","Not up to date","Latitude 5540"
"AP-MNOA0R","10.0.19045.4123","3e6fc4e3-0b43-4bb0-8b01-3271fd4092dd","Yes","Up to date","HP ProBook 450 G9"
"AP-295VWD","10.0.26100.7634","18085dd7-c9f4-4e9e-8224-f8f6ab540d40","Yes","Up to date","OptiPlex 7090"
"W365-5DHN4","10.0.26100.7634","63c8dc98-2ae0-497d-a323-b18331bf04a5","Yes","Not up to date","ThinkPad T14 Gen 3"
"W365-USVFQA","10.0.22621.5432","d04d3a86-3147-4b41-b093-da049a406cba","Yes","Not up to date","Latitude 5340"
"W365-FS3EYBMT","10.0.26100.7634","c9785263-7cea-4d06-8f9f-6734e18b9a2e","Yes","Not up to date","OptiPlex 7090"
"W365-PSGYW","10.0.22621.5432","2e54738a-6b9e-463b-ace2-21f7560e5805","Yes","Up to date","ThinkPad X1 Carbon Gen 10"
"W365-C8IX7M","10.0.26100.7781","3ca0249c-57c6-4ebe-8963-d66a2f18ca4e","Yes","Not up to date","Latitude 5440"
"AP-JR1CXV","10.0.26100.7634","dcd4403b-5c5b-4788-a371-ff2bd3ddf28c","Yes","Not up to date","Virtual Machine"
"W365-70SQYM8","10.0.26100.7462","57f8ae72-f5ef-4fe7-9338-ebc80594ae05","Yes","Not up to date","Virtual Machine"
"AP-8WLGJ950","10.0.22631.6649","dd039448-c71a-463a-960a-bfb5af926ba8","Yes","Up to date","Surface Pro 9"
"AP-OMY7E9RA","10.0.22621.5432","06e1ea0e-10a5-4105-80b7-765c0c8d6fca","Yes","Not up to date","Surface Pro 9"
"W365-UZT7C","10.0.22621.5432","4686445b-b65e-4434-bcf8-552035688189","Yes","Not up to date","Virtual Machine"
"AP-06UZJSD4","10.0.26100.7781","b6af6217-8ac3-484a-93b4-069d411f7b39","Yes","Up to date","HP EliteBook 840 G9"
"AP-CMDNAHGJ","","d177bc40-52b2-4316-ad30-7056c6a807fc","Unknown","Not applicable",""
"AP-LYG8Z2OA","10.0.22631.6584","c8637640-9f9b-4e03-9160-353d3c294bf8","Yes","Not up to date","Latitude 5540"
"W365-W9KZPN","10.0.22631.6649","b3a79bfa-ac23-43fb-a79f-c7145b058cac","Yes","Not up to date","OptiPlex 7090"
"W365-M1GY2QH3","10.0.22631.6649","26a03ed3-ac0a-4ada-9ec5-053da9cb8ea3","No","Not applicable","Surface Pro 9"
"W365-LFK7Q48","10.0.26100.7462","3455aecd-1461-40d7-8be5-d93e6f394104","Yes","Not up to date","Virtual Machine"
"AP-KWIE35","10.0.26100.7634","cac0a5db-28a2-4f12-b8d4-7e70be0df7ba","Yes","Not up to date","Precision 5570"
"W365-5PZGR26","10.0.26100.7781","542e5f8a-e736-42fb-8d54-bf15f005d702","Yes","Not up to date","HP ProBook 450 G9"
"W365-T2IDCS5","10.0.26100.7781","62b21753-cf16-42a3-9d99-9a4e23f97dfc","Yes","Not up to date","Precision 5570"
"W365-EIZMH4","10.0.26100.7462","65008725-9f94-4cfb-895f-8646e2d5d333","Yes","Up to date","Virtual Machine"
"AP-XI3C9Q","10.0.26100.7781","6cbc6006-a0b6-41ea-a820-1a302ffa1eb8","Yes","Not up to date","Latitude 5340"
"AP-8GZ2UBCY","10.0.22621.5432","4c6093df-e50a-424c-8eb7-7926eba4c8dc","Yes","Not up to date","Latitude 5440"
"W365-3U9PE","10.0.26100.7781","e069ba44-33dc-48c9-8673-9da3e725f923","Yes","Up to date","ThinkPad T14 Gen 3"
"W365-JT83CQ0","10.0.19045.4123","368be853-180b-47c9-9184-4fd499f1bb49","Yes","Not up to date","Latitude 5340"
"W365-HQ5UO8W","10.0.22631.6649","0ba371ba-9980-427e-a9b5-9c90be1ae37c","Yes","Up to date","OptiPlex 7090"
"AP-B59ETG","10.0.26100.7462","5792ee46-5d9c-4dff-bafb-a0d7736a97fe","Yes","Not up to date","Surface Laptop 5"
"W365-MBCEAO","10.0.22631.6649","b2996c02-538d-497d-bb00-1b4fc02aaa3f","Yes","Up to date","Surface Pro 9"
"AP-LWG5M","10.0.22631.6584","f71ac817-d021-4b71-9b40-f989675f57ce","Yes","Not up to date","Precision 5570"
"W365-AEHR8","10.0.26100.7781","92429d6b-7049-4083-83ae-b038e60418b8","No","Not applicable","HP EliteBook 840 G9"
"AP-TA91MRX","10.0.19045.4123","74318946-ef55-4720-8631-bb9fd62ae0ce","Yes","Up to date","Precision 5570"
